Database,Keyword,Seed keyword,Page,Topic,Page type,Tags,Volume,Keyword Difficulty,CPC (USD),Competitive Density,Number of Results,Intent,SERP Features,Trend,Click potential,Content references,Competitors
br,oleo de gergelim beneficios,,,,,,1000,9,0.03,0.54,0,Informational,"Site Links, Video, Video Carousel, Related Searches, AI Overview","0.45,0.45,0.62,0.81,0.45,0.62,0.62,0.62,0.55,0.55,0.62,0.55",20,,
br,oleo de linhaça quais os beneficios,,,,,,1000,15,0.02,0.59,2870000,Informational,"People Also Ask, Related Searches, Short Videos, AI Overview, Site Links, Video, Video Carousel","0.68,0.68,0.52,0.46,0.46,0.37,0.68,0.52,0.52,0.52,0.68,0.68",20,,
br,oleo de peixe para que serve,,,,,,1000,13,0.06,0.57,0,Informational,"Site Links, Video, Video Carousel, Related Searches, Short Videos, AI Overview","0.81,0.62,0.62,0.45,0.55,0.62,0.62,0.45,0.62,0.45,0.55,0.45",20,,
br,pode congelar strogonoff,,,,,,1000,32,0.00,0.00,3120000,Informational,"Image, People Also Ask, Recipes, Related Searches, Short Videos, AI Overview, Video","1.00,1.00,0.67,0.76,0.67,0.76,0.67,0.76,0.67,0.45,0.67,0.67",90,,
br,quais frutas são citricas,,,,,,1000,20,0.01,0.00,138,Informational,"Image Pack, Video, Video Carousel, Related Searches, AI Overview","0.16,0.24,0.24,0.44,0.36,0.27,0.52,0.44,0.24,0.44,0.27,0.36",90,,
br,queijo tofu,,,,,,1000,13,0.10,0.85,0,Informational,"Video, Image, Video Carousel, Recipes, Related Searches, AI Overview, Site Links","0.46,0.52,0.52,0.52,0.68,0.68,0.52,0.68,0.52,0.46,0.52,0.52",20,,
br,quinoa benefícios e malefícios,,,,,,1000,23,0.01,0.01,0,Informational,"Image Pack, Video, Related Searches, Short Videos, AI Overview","0.52,0.46,0.46,0.37,0.52,0.52,0.46,0.31,0.37,0.20,0.31,0.31",90,,
br,suco de abacaxi beneficios,,,,,,1000,31,0.01,0.01,121,Informational,"AI Overview, Image Pack, Video, Image, Video Carousel, People Also Ask, Related Searches","0.34,0.30,0.34,0.34,0.44,0.34,0.44,0.44,0.30,0.44,0.55,0.24",90,,
br,toranjas o que é,,,,,,1000,33,0.00,0.00,1340000,Informational,"AI Overview, Video, Image, Video Carousel, Related Searches, Short Videos","0.62,0.62,0.81,0.81,0.36,0.62,0.62,0.62,0.62,0.36,0.55,0.36",90,,
br,batata é proteína ou carboidrato,,,,,,880,31,0.00,0.00,2590000,Informational,"Site Links, Video, Related Searches, AI Overview","0.81,0.62,0.55,0.36,0.24,0.30,0.30,0.36,0.30,0.20,0.24,0.36",20,,
br,beneficios do feijão branco,,,,,,880,35,0.01,0.01,3650000,Informational,"Video Carousel, Related Searches, AI Overview, Image Pack, Video, Image","0.55,1.00,0.76,0.67,0.76,0.36,0.76,0.67,0.45,0.36,0.55,0.55",90,,
br,beneficios do figado,,,,,,880,25,0.00,0.00,0,Informational,"AI Overview, Image Pack, Video, Image, Video Carousel, Related Searches, Short Videos","0.36,0.62,0.30,0.45,0.30,0.55,0.81,1.00,0.30,0.45,0.81,0.62",90,,
br,beneficios do pistache,,,,,,880,25,0.01,0.13,17300000,Informational,"Related Searches, AI Overview, Image Pack, Video, Video Carousel","0.41,0.54,0.41,0.20,0.30,0.36,0.36,0.24,0.24,0.30,0.41,0.30",90,,
br,benefícios do figado,,,,,,880,29,0.00,0.00,102,Informational,"Related Searches, Short Videos, AI Overview, Image Pack, Site Links, Video, Image, Video Carousel","0.46,0.31,0.25,0.20,0.25,1.00,0.84,0.84,0.68,0.31,0.68,0.52",20,,
br,benefícios do fígado bovino,,,,,,880,29,0.00,0.00,2440000,Informational,"Image, Video Carousel, Related Searches, Short Videos, AI Overview, Image Pack, Site Links, Video","0.31,0.31,0.46,0.31,0.46,1.00,0.68,0.52,0.37,0.16,0.46,0.25",20,,
br,benefícios do grão-de-bico,,,,,,880,23,0.01,0.10,7130000,Informational,"Site Links, Video, Video Carousel, Related Searches, AI Overview, Image Pack","0.76,0.67,0.67,0.55,0.55,0.67,0.67,0.67,0.55,0.45,0.76,0.67",20,,
br,benefícios do leite de soja,,,,,,880,21,0.04,0.11,0,Informational,"Image Pack, Video, Video Carousel, Related Searches, AI Overview","0.34,0.30,0.34,0.30,0.34,0.34,0.30,0.34,0.30,0.16,0.34,0.30",90,,
br,benefícios do pepino para saúde,,,,,,880,30,0.01,0.02,10100000,Informational,"Site Links, Video, Video Carousel, Related Searches, AI Overview","0.55,0.76,0.55,0.36,0.45,0.67,1.00,1.00,1.00,0.67,1.00,0.76",20,,
br,cardapio dieta mediterranea,,,,,,880,33,0.05,0.27,144,Informational,"Image Pack, Video, Related Searches, AI Overview","0.01,0.36,0.00,0.36,0.36,0.36,0.01,0.03,0.27,0.08,0.24,0.16",90,,
br,cebola roxa é bom para quê,,,,,,880,26,0.01,0.03,11100000,Informational,"Short Videos, AI Overview, Image Pack, Video, Related Searches","0.55,0.45,0.67,0.55,0.67,0.76,0.76,0.76,0.67,0.67,1.00,1.00",90,,
br,cheesecake o que é,,,,,,880,25,0.01,0.00,0,Informational,"Video, Image, Recipes, Related Searches, AI Overview","0.25,0.25,0.46,0.46,0.52,0.52,0.68,0.52,0.52,1.00,0.68,0.52",90,,
br,chicoria o que é,,,,,,880,22,0.00,0.03,0,Informational,"AI Overview, Image Pack, Video, Image, Video Carousel, Related Searches","0.20,0.30,0.41,0.41,0.20,0.24,0.30,0.36,0.54,0.30,0.41,0.30",90,,
br,feijão nutrientes,,,,,,880,20,0.01,0.01,9010000,Informational,"Image Pack, Video, Video Carousel, People Also Ask, Related Searches, Knowledge Panel","0.55,0.45,0.62,0.55,0.55,0.45,0.45,0.45,0.36,0.30,0.30,0.36",70,,
br,figado bovino beneficios,,,,,,880,23,0.00,0.00,9870,Informational,"AI Overview, Image Pack, Video, Video Carousel, Related Searches, Short Videos","0.55,0.45,0.67,0.67,0.76,1.00,0.76,0.76,0.67,0.55,0.76,0.55",90,,
br,figado de boi beneficios,,,,,,880,23,0.00,0.00,13600,Informational,"Image Pack, Video, Video Carousel, Related Searches, Short Videos, AI Overview","0.30,0.30,0.24,0.20,0.36,0.54,0.54,0.41,0.30,0.36,0.54,0.36",90,,
br,figado de frango tabela nutricional,,,,,,880,16,0.21,0.06,0,Informational,"Image, Related Searches, Knowledge Panel, Image Pack, Video","0.67,0.55,0.36,0.67,0.76,1.00,0.76,0.67,0.45,0.20,0.45,0.20",70,,
br,fígado de galinha benefícios,,,,,,880,29,0.00,0.00,129,Informational,"Video, Image, Related Searches, Short Videos, AI Overview","1.00,0.76,0.45,0.55,0.55,1.00,1.00,0.45,0.20,0.24,0.67,0.36",90,,
br,gelatina e bom para que,,,,,,880,24,0.01,0.01,122,Informational,"Site Links, Video, Video Carousel, Related Searches, Short Videos, AI Overview","0.76,0.00,0.55,0.45,0.45,0.67,1.00,0.67,0.67,0.55,1.00,0.67",20,,
br,leite de coco é saudável,,,,,,880,11,0.04,0.21,47000000,Informational,"Video Carousel, Related Searches, Short Videos, AI Overview, Image Pack, Video","0.46,0.68,0.46,0.46,0.37,0.37,0.46,0.37,0.31,0.31,0.52,0.52",90,,
br,leite de soja beneficios,,,,,,880,14,0.04,0.11,0,Informational,"Short Videos, AI Overview, Video, Image, Video Carousel, Related Searches","0.30,0.30,0.30,0.24,0.34,0.34,0.24,0.34,0.24,0.16,0.20,0.24",90,,
br,linguiça tem proteina,,,,,,880,24,0.00,0.00,0,Informational,"Instant Answer, Image Pack, Video, Related Searches, AI Overview","0.62,0.24,0.55,0.55,0.30,0.36,0.62,0.62,0.55,0.45,0.81,0.62",20,,
br,lista de proteínas,,,,,,880,24,0.04,0.14,52900000,Informational,"Related Searches, AI Overview, Image Pack, Video, Image, Video Carousel","0.24,0.24,0.27,0.16,0.24,0.24,0.20,0.20,0.24,0.16,0.27,0.24",90,,
br,o que cominho,,,,,,880,29,0.00,0.26,1280000,Informational,"Short Videos, AI Overview, Site Links, Video, Video Carousel, Related Searches","0.67,1.00,0.20,0.76,0.67,0.76,0.67,0.76,0.76,0.00,0.76,0.45",20,,
br,o que e avelã,,,,,,880,7,0.00,0.15,0,Informational,"Video Carousel, Related Searches, See Results About, Short Videos, AI Overview, Image Pack, Video","0.55,1.00,0.55,0.62,0.20,0.36,0.45,0.62,0.62,0.62,0.62,0.62",90,,
br,o que e cranberries,,,,,,880,17,0.00,0.16,0,Informational,"Video Carousel, Related Searches, Short Videos, AI Overview, Video","0.36,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00",90,,
br,o que é atum,,,,,,880,29,0.00,0.01,9170000,Informational,"Site Links, Video, Video Carousel, Related Searches, Short Videos, AI Overview, Image Pack","0.67,0.76,0.55,0.55,0.55,0.67,0.67,0.67,0.76,0.55,0.76,0.55",20,,
br,o que é carne de vitela,,,,,,880,26,0.01,0.00,112,Informational,"Video, Related Searches, AI Overview","0.10,0.05,0.07,0.07,0.08,0.08,0.07,0.07,0.07,0.36,0.07,0.07",90,,
br,o que é chicoria,,,,,,880,31,0.00,0.03,0,Informational,"Image, Video Carousel, Related Searches, Short Videos, Image Pack, Video, Featured Snippet","0.10,0.16,0.41,0.54,0.20,0.24,0.30,0.36,0.54,0.30,0.41,0.30",80,,
br,o que é espinafre,,,,,,880,35,0.00,0.03,0,Informational,"Image Pack, Video, Video Carousel, Related Searches, AI Overview","0.88,0.88,0.88,0.88,0.88,1.00,0.72,1.00,1.00,1.00,0.88,0.72",90,,
br,o que é fiambre,,,,,,880,25,0.00,0.01,0,Informational,"Image Pack, Video, Image, Related Searches, See Results About, Short Videos, Site Links, Video Carousel, AI Overview","1.00,0.72,0.88,1.00,1.00,1.00,0.72,0.72,0.72,0.88,0.88,0.59",20,,
br,o que é pão branco,,,,,,880,25,0.00,0.00,50700000,Informational,"Recipes, Related Searches, AI Overview, Image Pack, Video, Image, Video Carousel","0.67,0.55,0.76,0.55,0.55,0.76,0.76,1.00,0.67,0.67,0.45,0.67",90,,
br,o que é água tônica,,,,,,880,31,0.01,0.09,2330000,Informational,"Image Pack, Video, Video Carousel, Related Searches, AI Overview","0.45,0.36,0.36,0.36,0.36,0.36,0.45,1.00,0.62,1.00,0.62,0.45",90,,
br,oque e lombinho,,,,,,880,29,0.22,0.00,96900,Informational,"Video, Related Searches, Short Videos, AI Overview","0.00,0.00,0.00,0.00,0.00,0.55,0.82,1.00,1.00,0.00,0.55,0.82",90,,
br,oque e pistache,,,,,,880,33,0.01,0.39,100,Informational,"Video, Image, Video Carousel, People Also Ask, Related Searches, Short Videos, AI Overview","0.27,0.52,0.16,0.16,0.20,0.20,0.20,0.16,0.27,0.36,0.20,0.13",90,,
br,para que serve a cebola roxa,,,,,,880,14,0.01,0.02,118,Informational,"Video, Image, Video Carousel, Related Searches, AI Overview, Image Pack","0.55,0.55,0.76,0.76,0.76,1.00,1.00,0.76,0.67,0.45,0.67,0.76",90,,
br,peito de peru é saudavel,,,,,,880,18,0.06,0.01,4070000,Informational,"Image Pack, Video, Image, Video Carousel, Related Searches, Short Videos, AI Overview","0.31,0.37,0.31,0.25,0.37,0.52,0.68,0.68,0.46,0.68,1.00,0.84",90,,
br,pimenta preta benefícios,,,,,,880,18,0.14,0.03,18600000,Informational,"Related Searches, AI Overview, Image Pack, Site Links, Video, Video Carousel","0.76,0.67,0.55,0.67,0.67,0.76,0.76,0.67,0.67,0.36,0.45,0.45",20,,
br,pomelo sabor,,,,,,880,28,0.00,0.00,0,Informational,"Video, Image, Related Searches, Short Videos, AI Overview, Image Pack, Site Links","0.52,1.00,0.20,0.16,0.13,0.13,0.20,0.10,0.13,0.20,0.13,0.10",20,,
br,presunto faz mal,,,,,,880,25,0.00,0.00,18600000,Informational,"Image, Video Carousel, Related Searches, AI Overview, Image Pack, Video","0.67,0.55,0.55,0.45,0.67,0.76,0.76,0.67,0.67,0.55,1.00,0.76",90,,
br,polpa de tomate,,,,,,880,10,0.09,0.86,8510000,Informational,"Video, Image, Video Carousel, People Also Ask, Recipes, Related Searches, Short Videos, AI Overview","0.62,0.55,0.62,0.62,0.62,0.62,0.62,0.55,0.55,0.45,0.45,0.45",90,,
br,quais os benefícios da cebola roxa,,,,,,880,31,0.01,0.05,7570000,Informational,"Video Carousel, Related Searches, Short Videos, AI Overview, Image Pack, Video, Image","0.88,0.72,0.59,0.88,0.88,1.00,1.00,0.59,0.72,0.59,0.88,0.88",90,,
br,quais sao as frutas vermelhas,,,,,,880,30,0.06,0.02,133,Informational,"AI Overview, Image Pack, Video, Image, Video Carousel, Related Searches, Short Videos","0.46,0.31,0.37,0.37,0.16,0.46,1.00,0.52,0.37,0.68,0.52,0.25",90,,
br,qual alimento tem magnesio,,,,,,880,15,0.01,0.19,183,Informational,"Video, Video Carousel, Related Searches, Short Videos, AI Overview","0.16,0.13,0.16,0.13,0.20,0.24,0.24,0.16,1.00,0.16,0.20,0.20",90,,
br,repolho tem carboidrato,,,,,,880,22,0.00,0.00,850000,Informational,"Instant Answer, Video, Video Carousel, Related Searches, AI Overview","0.72,0.72,0.88,0.88,1.00,1.00,1.00,0.48,0.72,0.39,1.00,0.88",20,,
br,rúcula benefícios e malefícios,,,,,,880,16,0.01,0.01,7160,Informational,"AI Overview, Image Pack, Video, Video Carousel, Related Searches","0.88,0.88,0.88,0.88,0.88,0.88,0.88,0.72,0.72,0.48,0.59,0.39",90,,
br,agua de coco é calorico,,,,,,720,35,0.01,0.02,0,Informational,"Instant Answer, Video, Related Searches, AI Overview","0.36,0.24,0.24,0.24,0.30,0.36,0.45,0.55,0.81,0.81,1.00,0.62",20,,
br,alimento rico em magnésio,,,,,,720,18,0.01,0.22,4180000,Informational,"Image Pack, Video, Video Carousel, Related Searches, Short Videos, AI Overview","0.36,0.45,0.36,0.30,0.36,0.55,0.55,0.36,1.00,0.45,0.62,0.55",90,,
br,alimentos contem magnesio,,,,,,720,24,0.01,0.43,0,Informational,"Video, Video Carousel, Related Searches, Short Videos, AI Overview, Instant Answer","0.79,1.00,0.08,0.00,0.01,0.02,0.02,0.02,0.02,0.00,0.00,0.00",20,,
br,arroz branco beneficios,,,,,,720,14,0.00,0.00,98500000,Informational,"Image Pack, Video, Image, Video Carousel, Related Searches, Short Videos, AI Overview","0.59,0.72,0.72,0.72,0.59,0.72,1.00,0.72,0.59,0.59,0.59,0.39",90,,
br,azeitona é calorico,,,,,,720,32,0.00,0.00,41000,Informational,"Video, Image, Related Searches, AI Overview, Instant Answer","0.36,0.30,0.45,0.36,0.45,0.55,0.55,0.45,0.76,0.55,1.00,0.67",20,,
br,beneficios da pimenta preta,,,,,,720,21,0.14,0.03,1120000,Informational,"Video, Image, Video Carousel, Related Searches, Short Videos, AI Overview, Image Pack","1.00,0.81,0.81,0.81,1.00,1.00,0.81,0.67,0.81,0.36,0.67,0.54",90,,
br,beneficios da chicoria,,,,,,720,24,0.01,0.01,118,Informational,"Video Carousel, People Also Ask, Related Searches, Short Videos, AI Overview, Video, Image","0.48,0.72,0.72,0.88,0.88,1.00,0.72,0.88,0.48,0.21,0.32,0.32",90,,
br,beneficios do leite de coco,,,,,,720,19,0.01,0.09,130,Informational,"Short Videos, Video, Image, Video Carousel, People Also Ask, Related Searches","0.36,0.36,0.24,0.30,0.41,0.36,0.20,0.20,0.36,0.13,0.16,0.30",90,,
br,benefícios da cebola branca,,,,,,720,23,0.01,0.02,0,Informational,"Image Pack, Video, Video Carousel, Related Searches, Short Videos, AI Overview","0.72,0.48,0.59,0.59,0.72,0.72,0.72,0.59,0.48,0.39,0.59,0.48",90,,
br,benefícios do alho poró,,,,,,720,28,0.01,0.01,294000,Informational,"Short Videos, AI Overview, Image Pack, Video, Video Carousel, Related Searches","0.48,0.39,0.59,0.72,0.88,1.00,1.00,1.00,0.88,0.59,0.88,0.59",90,,
br,benefícios do arroz branco,,,,,,720,28,0.00,0.00,0,Informational,"AI Overview, Site Links, Video, Image, Video Carousel, Related Searches, Short Videos","0.88,0.72,0.88,0.72,0.59,0.59,0.88,0.59,0.59,0.59,0.88,0.59",20,,
br,benefícios do fígado,,,,,,720,25,0.00,0.00,9180000,Informational,"Related Searches, Short Videos, AI Overview, Image Pack, Site Links, Video, Image, Video Carousel","0.30,0.30,0.55,0.30,0.55,1.00,0.81,0.45,0.45,0.24,0.36,0.24",20,,
br,benefícios do pistache,,,,,,720,25,0.01,0.13,141,Informational,"Image Pack, Video, Video Carousel, Related Searches, AI Overview","0.37,0.52,0.37,0.37,0.31,0.31,0.31,0.31,0.31,0.31,0.46,0.31",90,,
br,beterraba nutrientes,,,,,,720,23,0.01,0.06,130,Informational,"AI Overview, Image Pack, Video, Related Searches","0.88,0.88,0.72,0.59,0.59,0.88,1.00,0.88,0.72,0.59,0.72,0.59",75,,
br,bicarbonato de sódio é sal,,,,,,720,22,0.00,0.01,0,Informational,"Video Carousel, Related Searches, AI Overview, Image Pack, Video","0.32,0.59,0.72,0.72,0.88,1.00,1.00,1.00,0.88,0.72,1.00,0.72",90,,
br,brownie o q é,,,,,,720,13,0.00,0.33,27800000,Informational,"Image Pack, Video, People Also Ask, Recipes, Related Searches, AI Overview, Image, Video Carousel, Short Videos","0.00,0.00,0.00,0.79,0.30,1.00,0.66,0.66,0.00,0.00,0.00,0.00",90,,
br,café solúvel é saudável,,,,,,720,12,0.01,0.05,2710000,Informational,"Site Links, Video, Video Carousel, Related Searches, Short Videos, AI Overview","1.00,1.00,1.00,0.81,1.00,1.00,0.81,1.00,0.81,0.54,0.66,0.81",20,,
br,calorias em sorvete,,,,,,720,14,0.00,0.00,10200000,Informational,"Video Carousel, Related Searches, AI Overview, Instant Answer, Video","0.55,0.36,0.30,0.20,0.13,0.30,0.45,0.45,0.45,0.30,0.36,0.30",20,,
br,calorias cereja,,,,,,720,26,0.37,0.01,7660000,Informational,"Video, Related Searches, AI Overview, Instant Answer, Image Pack","0.07,0.01,0.03,0.04,0.08,0.08,0.03,0.03,0.24,1.00,0.44,0.10",20,,
br,calorias sorvete,,,,,,720,16,0.00,0.00,7460000,Informational,"Image Pack, Video, Related Searches, AI Overview, Instant Answer","0.25,0.16,0.25,0.16,0.20,0.31,0.37,0.31,0.25,0.31,0.31,0.16",20,,
br,calorias tomate cereja,,,,,,720,14,0.28,0.01,0,Informational,"Related Searches, AI Overview, Video","0.67,0.45,0.45,0.30,0.36,0.45,0.36,0.67,0.55,0.36,0.76,0.36",90,,
br,camarão tem proteina,,,,,,720,19,0.00,0.00,129,Informational,"Short Videos, AI Overview, Image Pack, Video, Image, Video Carousel, Related Searches","0.59,0.88,0.59,0.72,0.39,0.88,1.00,0.59,0.72,0.88,1.00,1.00",90,,
br,cardamomo benefícios,,,,,,720,29,0.01,0.25,591000,Informational,"Site Links, Video, Video Carousel, Related Searches, AI Overview","0.24,0.30,0.36,0.36,0.30,0.30,0.24,0.30,0.30,0.20,0.30,0.20",20,,
br,cardápio dieta mediterrânea,,,,,,720,29,0.05,0.27,1770000,Informational,"Site Links, Video, Related Searches, AI Overview","0.08,0.07,0.05,0.04,0.05,0.05,1.00,1.00,0.05,0.02,0.04,0.05",20,,
br,cebola roxa para que serve,,,,,,720,23,0.01,0.02,108,Informational,"Image Pack, Video, Image, Video Carousel, Related Searches, Short Videos, AI Overview","0.31,0.25,0.37,0.52,0.37,0.37,0.37,0.37,0.31,0.25,0.31,0.25",90,,
br,chicória benefícios,,,,,,720,27,0.01,0.02,132,Informational,"People Also Ask, Related Searches, Short Videos, AI Overview, Image Pack, Site Links, Video, Video Carousel","0.45,0.55,0.67,0.67,0.67,0.76,0.67,0.67,0.55,0.30,0.36,0.36",20,,
br,como escolher abobrinha,,,,,,720,29,0.00,0.00,94,Informational,"Video, Image, Related Searches, Short Videos, AI Overview","0.46,0.37,0.46,0.37,0.20,0.37,0.16,0.46,0.52,0.37,1.00,0.52",90,,
br,croutons o que é,,,,,,720,16,0.00,0.04,3690000,Informational,"Video Carousel, People Also Ask, Recipes, Related Searches, Short Videos, AI Overview, Video, Image","0.36,0.30,0.45,0.55,0.62,0.62,0.55,0.45,0.36,0.62,1.00,0.81",90,,
br,cuscuz faz bem para saúde,,,,,,720,23,0.01,0.02,3450000,Informational,"Video, Related Searches, AI Overview","0.88,0.88,0.88,0.72,1.00,0.88,0.72,0.72,0.59,0.26,0.59,0.59",90,,
br,dieta cetogênica alimentos,,,,,,720,20,0.02,0.59,136,Informational,"AI Overview, Image Pack, Video, Related Searches","0.20,0.30,0.41,0.41,0.66,0.24,0.24,0.24,0.30,0.16,0.54,0.24",90,,
br,fígado de boi benefícios,,,,,,720,24,0.00,0.00,133,Informational,"Video, Video Carousel, Related Searches, Short Videos, AI Overview, Image Pack, Site Links","0.34,0.20,0.20,0.11,0.20,0.55,0.24,0.24,0.16,0.16,0.30,0.20",20,,
br,humus o que é,,,,,,720,25,0.00,0.00,0,Informational,"Video, Image, Related Searches, AI Overview, Image Pack","0.55,0.45,0.62,0.62,0.36,0.55,0.55,0.45,0.45,0.36,0.36,0.36",90,,
br,iceberg alface,,,,,,720,23,0.00,0.06,198,"Informational, Transactional","Related Searches, Short Videos, AI Overview, Knowledge Panel, Video, Image, Video Carousel","0.13,0.16,0.16,0.13,0.10,0.10,0.16,0.13,0.13,1.00,0.52,0.20",70,,
br,leite desnatado o que é,,,,,,720,13,0.04,0.04,2400000,Informational,"Site Links, Video, Video Carousel, Related Searches, Short Videos, AI Overview","0.45,0.45,0.55,0.45,0.45,0.76,0.55,0.55,0.76,0.45,1.00,0.55",20,,
br,lista de alimentos permitidos na dieta cetogênica,,,,,,720,19,0.03,0.20,590000,Informational,"AI Overview, Image Pack, Video, Related Searches","0.72,0.72,0.72,0.72,0.88,0.88,0.88,0.88,0.88,0.48,0.72,0.59",90,,
br,noz moscada beneficios,,,,,,720,22,0.01,0.01,168000,Informational,"Video, Video Carousel, Related Searches, AI Overview","0.36,0.30,0.36,0.41,0.54,0.08,0.07,0.08,0.30,0.36,0.30,0.41",90,,
br,noz-moscada benefícios,,,,,,720,23,0.01,0.01,2130000,Informational,"Image, Video Carousel, Related Searches, AI Overview, Video","0.30,0.24,0.30,0.30,0.36,0.36,0.66,0.20,0.16,0.20,0.30,0.66",75,,
br,nutrientes da beterraba,,,,,,720,26,0.01,0.06,4330000,Informational,"Short Videos, AI Overview, Image Pack, Video, Image, Video Carousel, Related Searches","0.67,0.81,0.81,0.67,0.67,0.81,1.00,1.00,1.00,0.67,0.81,0.67",90,,
br,nutrientes do arroz,,,,,,720,30,0.01,0.01,134,Informational,"Video, Video Carousel, Related Searches, Short Videos, Knowledge Panel, Image Pack","0.36,0.36,0.30,0.24,0.24,0.30,0.24,0.24,0.24,0.13,0.24,0.24",70,,
br,o que carne de vitela,,,,,,720,22,0.01,0.00,108,Informational,"Video, Video Carousel, Related Searches, Short Videos, AI Overview","0.13,0.11,0.08,0.11,0.07,0.13,0.11,0.11,0.08,0.34,0.05,0.07",90,,
br,o que e alcaparras,,,,,,720,31,0.00,0.27,3340000,Informational,"Image Pack, Video, Image, Video Carousel, Related Searches, Short Videos, AI Overview","0.62,1.00,0.81,0.81,0.62,0.05,0.10,0.10,0.05,0.08,0.36,1.00",90,,
br,o que e creme de leite fresco,,,,,,720,21,0.00,0.08,25700000,Informational,"Video Carousel, Recipes, Related Searches, Short Videos, AI Overview, Image Pack, Video","0.45,0.45,0.45,0.36,0.45,0.55,0.45,0.45,0.45,1.00,0.45,0.36",90,,
br,o que e pesto,,,,,,720,27,0.01,0.02,0,Informational,"AI Overview, Video, Image, Video Carousel, Recipes, Related Searches, Short Videos","0.55,0.55,0.55,1.00,0.76,0.76,0.45,0.16,0.08,0.36,0.76,0.76",90,,
br,o que e smoothie,,,,,,720,23,0.02,0.02,68800000,Informational,"Video Carousel, Related Searches, Short Videos, AI Overview, Video","0.20,0.16,0.16,0.24,0.44,0.24,0.20,0.34,0.30,0.16,0.65,0.44",90,,
br,o que é brownies,,,,,,720,16,0.00,0.03,0,Informational,"AI Overview, Image Pack, Video, Image, Video Carousel, Recipes, Related Searches, Short Videos","0.24,0.81,0.62,0.62,0.36,0.81,0.55,0.55,0.03,0.45,0.62,0.62",90,,
br,o que é condimentos,,,,,,720,17,0.00,0.02,0,Informational,"Short Videos, AI Overview, Video, Video Carousel, Related Searches","0.88,0.72,0.88,0.88,0.88,0.72,0.48,0.59,0.88,0.59,0.72,0.59",90,,
br,o que é cottage,,,,,,720,32,0.01,0.01,19200000,Informational,"Short Videos, Recipes, AI Overview, Image Pack, Site Links, Video, Video Carousel, People Also Ask, Related Searches","0.45,0.36,0.36,0.36,0.36,0.45,1.00,0.76,0.76,0.55,0.55,0.36",20,,
br,o que é croutons,,,,,,720,14,0.00,0.04,3780000,Informational,"Related Searches, Short Videos, AI Overview, Video, Image, Video Carousel, Recipes","0.45,0.45,0.55,0.30,0.55,0.55,0.55,0.55,0.45,0.45,1.00,0.36",90,,
br,o que é licores,,,,,,720,15,0.00,0.01,9330000,Informational,"Site Links, Video, Video Carousel, Related Searches, Short Videos, AI Overview","0.07,0.52,0.20,0.84,0.52,0.08,0.46,0.37,0.25,0.37,0.46,0.31",20,,
br,o que é noz moscada,,,,,,720,24,0.00,0.33,0,Informational,"Video Carousel, Related Searches, See Results About, Short Videos, AI Overview, Video","0.67,0.81,0.81,0.67,1.00,1.00,0.81,0.81,0.81,0.81,1.00,0.67",90,,
br,o que é peperone,,,,,,720,21,0.11,0.03,9860000,Informational,"Video Carousel, Related Searches, Short Videos, AI Overview, Image Pack, Video","0.13,0.20,0.82,0.13,0.16,0.11,0.65,0.20,0.11,0.11,0.11,0.13",90,,
br,o que é queijo cottage,,,,,,720,24,0.02,0.02,26300000,Informational,"Video Carousel, Recipes, Related Searches, Short Videos, AI Overview, Image Pack, Video","0.45,0.55,0.55,1.00,1.00,0.55,0.30,0.76,0.55,0.45,1.00,0.45",90,,
br,o que é ravioli,,,,,,720,7,0.00,0.01,7460000,Informational,"Related Searches, Short Videos, AI Overview, Image Pack, Video, Video Carousel","0.36,0.36,0.81,0.45,0.45,0.45,0.55,0.36,0.36,0.62,0.55,0.45",90,,
br,o que é trutas,,,,,,720,27,0.00,0.00,124,Informational,"Video, Video Carousel, Related Searches, Short Videos, AI Overview","0.36,0.76,0.76,0.45,0.30,0.55,0.76,0.55,0.45,0.67,0.67,0.45",90,,
br,o que é um nabo,,,,,,720,25,0.00,0.00,4260000,Informational,"Image Pack, Video, Video Carousel, Related Searches, Short Videos, AI Overview","0.30,0.45,0.45,0.62,0.30,0.62,0.62,0.45,0.36,0.24,0.55,0.24",90,,
br,o que é vinagre branco,,,,,,720,21,0.00,0.07,34600000,Informational,"AI Overview, Image Pack, Site Links, Video, Image, Video Carousel, Related Searches, Short Videos","0.45,0.45,0.67,0.55,1.00,0.55,0.45,0.55,0.55,0.55,0.67,0.55",20,,
br,o'que é pepperoni,,,,,,720,22,0.11,0.03,4360000,Informational,"Image Pack, Video, Video Carousel, Related Searches, Short Videos, AI Overview","0.76,1.00,1.00,1.00,1.00,0.02,0.00,0.00,0.16,0.05,0.01,0.55",90,,
br,onde tem vitamina d,,,,,,720,28,0.01,0.19,129,Informational,"Site Links, Video, Video Carousel, Related Searches, Short Videos, AI Overview","0.55,0.55,0.67,0.55,0.45,0.67,0.67,0.55,0.45,0.45,0.30,0.30",20,,
br,oq é pomelo,,,,,,720,29,0.01,0.00,0,Informational,"Video, Image, Video Carousel, Related Searches, Short Videos, AI Overview, Image Pack","0.01,1.00,0.00,0.00,0.02,0.01,0.00,0.00,0.00,0.03,0.00,0.00",90,,
